ProductID,ProductName,Category,Price,Quantity,StoreLocation,DateAdded
335,Compressed Towel Tablets,Travel,12.99,16,California,2025-06-03
336,Phone Screen Protector,Accessories,12.99,36,California,2025-06-12
337,Striped Long Sleeve Shirt,Clothing - Shirts,29.99,85,Alabama,2024-12-27
338,Luxury Bath Robe,Clothing,49.99,34,Florida,2024-12-30
339,3D Night Light,Home,19.99,16,Iowa,2025-03-01
340,Multicolored LED Strip Lights,Home,29.99,10,Texas,2024-09-12
341,Chicken Parmesan Dinner Kit,Food - Frozen Meals,14.99,63,New York,2025-04-25
342,Cat Tree with Scratching Posts,Pets,79.99,73,Florida,2025-07-26
343,Insulated Cooler,Outdoor,39.99,32,California,2025-02-02
344,Interchangeable Watch Bands,Accessories,24.99,35,Georgia,2024-10-24
345,Homestyle Chicken Noodle Soup,Food - Canned Goods,2.99,61,Colorado,2025-03-22
346,Lemon Herb Quinoa,Food - Grains,3.49,10,California,2024-11-08
347,Fitness Mat,Fitness,49.99,68,California,2025-03-24
348,Stainless Steel BBQ Grill Set,Outdoor,49.99,32,New York,2025-03-16
349,Gardening Gloves,Garden,15.99,97,California,2024-09-14
350,Peas (frozen),Food - Frozen Foods,1.89,95,Virginia,2025-02-02
351,Coconut Cream Pie Yogurt,Food - Dairy Alternatives,1.99,57,Wisconsin,2025-02-22
352,Chia Seed Pudding Mix,Food - Breakfast,4.19,47,California,2024-12-04
353,Couscous Mix,Food - Grains,2.49,16,Kentucky,2025-06-21
354,Buffalo Cauliflower Bites,Food - Freezer,6.29,65,California,2025-04-01
355,Robot Vacuum Cleaner,Home Appliances,299.99,27,California,2024-09-24
356,Spaghetti and Meatball Dinner Kit,Food - Meal Kits,7.99,93,Pennsylvania,2024-12-20
357,Carrot Sticks,Food - Produce,2.49,34,West Virginia,2025-06-14
358,Honey Sriracha Chicken Bites,Food - Frozen Foods,7.99,92,Georgia,2025-01-02
359,Cheddar Cheese Slices,Food - Dairy,3.49,93,Illinois,2025-01-22
360,Tuscan Bean Soup,Food - Canned Goods,2.49,33,Florida,2024-12-01
361,Coffee Subscription Service,Food,29.99,84,New York,2024-11-17
362,Maple Glazed Carrots,Food - Prepared Foods,3.29,34,Arizona,2025-01-11
363,Chili Lime Corn Chips,Food - Snacks,2.79,32,Oregon,2024-11-11
364,Indian Curry Sauce,Food - Condiments,3.69,23,New York,2025-07-09
365,Chocolate Chip Cliff Bars,Food - Snacks,2.49,37,Nevada,2025-02-16
366,Ginger Turmeric Latte Mix,Food - Beverages,5.29,41,California,2025-06-15
367,Garlic and Herb Rub,Food - Spices,2.29,91,South Dakota,2024-08-26
368,Mixed Berry Smoothie Pack,Food - Frozen Food,5.99,81,Connecticut,2025-05-22
369,Raisin Cinnamon Granola,Food - Cereals,3.79,99,North Carolina,2025-02-23
370,Lightweight Workout Tank,Clothing - Activewear,29.99,47,District of Columbia,2025-01-30
371,Warm Knit Beanie,Clothing - Accessories,19.99,14,Utah,2025-06-09
372,Vanilla Pudding Mix,Food - Baking,1.29,72,Georgia,2024-09-03
373,Coconut Macaroons,Food - Confectionery,4.99,75,Virginia,2025-02-18
374,Bamboo Charcoal Air Purifier Bags,Home,12.99,82,Pennsylvania,2025-03-18
375,Tennis Racket,Fitness,89.99,79,Michigan,2025-03-06
376,Basketball,Sports,29.99,89,Nebraska,2024-08-26
377,Customizable Photo Calendar,Books,19.99,31,Oklahoma,2024-10-18
378,Maple Syrup,Food - Condiments,6.99,59,Illinois,2024-08-15
379,Mushroom Soup (canned),Food - Canned Goods,2.49,54,North Carolina,2024-11-25
380,Compact Folding Table,Outdoor,49.99,27,Florida,2024-12-04
381,Pineapple Coconut Yogurt,Food - Dairy,4.49,64,Maryland,2025-01-12
382,Baked Falafel Balls,Food - Frozen Vegetables,5.99,45,Indiana,2025-04-29
383,Memory Foam Mattress Pad,Home,69.99,25,California,2025-01-01
384,Wireless Gaming Mouse,Gaming,39.99,99,District of Columbia,2025-04-04
385,Stylish Combat Boots,Clothing - Shoes,99.99,100,California,2025-07-25
386,Leather Biker Jacket,Clothing - Outerwear,129.99,36,Alabama,2025-07-30
387,Terry Cloth Robe,Clothing - Loungewear,59.99,51,Pennsylvania,2024-11-12
388,Apple Cinnamon Breakfast Muffins,Food - Bakery,3.49,57,Mississippi,2024-10-31
389,Scented Candles,Home,19.99,43,Missouri,2025-06-22
390,Mediterranean Chickpea Salad,Food - Salads,5.99,34,Alabama,2024-09-24
391,Electric Ice Cream Maker,Kitchen,59.99,9,Texas,2024-09-10
392,Silicone Baking Cups,Kitchen,10.99,63,Arkansas,2024-11-22
393,Casual Cropped Sweater,Clothing - Sweaters,39.99,75,Michigan,2024-11-29
394,Travel Mug with Leak-Proof Lid,Kitchen,24.99,12,South Carolina,2025-05-04
395,Organic Tomato Ketchup,Food - Condiments,3.49,18,North Carolina,2024-12-11
396,Pine Nuts,Food - Nuts,7.99,25,Colorado,2025-07-16
397,Pocket Blanket,Outdoor,24.99,37,Georgia,2025-02-28
398,Margherita Pizza,Food - Frozen Foods,7.99,73,Texas,2025-01-12
399,Chicken Broth,Food - Canned Goods,2.49,77,Illinois,2024-10-03
400,Pet Nail Clipper,Pets,12.99,7,Texas,2025-07-10
401,Pumpkin Pancake Mix,Food - Breakfast,4.19,77,Ohio,2025-07-16
402,Coconut Curry Lentils,Food - Canned Goods,5.79,84,Texas,2025-02-05
403,Fried Rice,Food - Frozen Foods,4.29,82,Georgia,2024-08-15
404,Handcrafted Wooden Coasters,Home,19.99,5,Nevada,2024-10-11
405,Kale Caesar Salad Kit,Food - Salads,5.99,32,Arizona,2024-10-18
406,Cinnamon Roll Kit,Food - Baking,6.89,23,California,2025-02-09
407,Cable Knit Cardigan,Clothing - Outerwear,49.99,39,California,2025-05-29
408,USB-C Hub,Computers,39.99,73,California,2024-11-06
409,Ground Turkey,Food - Meat,5.49,74,Kentucky,2025-03-26
410,Pet Grooming Glove,Pets,12.99,38,District of Columbia,2025-07-05
411,Travel Shoe Bags Set,Travel,15.99,65,Texas,2024-09-03
412,Coffee Subscription Service,Food,29.99,33,New York,2025-05-19
413,Vegetable Samosas,Food - Frozen,4.99,40,Texas,2024-12-08
414,Low-Fat Yogurt,Food - Dairy,3.29,13,California,2025-05-26
415,Picnic Blanket,Outdoor,29.99,96,Colorado,2025-01-06
416,Fitness Tracker with Heart Rate Monitor,Fitness,59.99,17,Virginia,2025-02-27
417,Frozen Pizza,Food - Frozen Foods,7.99,54,Florida,2024-10-30
418,Electric Ice Cream Maker,Kitchen,59.99,12,Florida,2025-01-27
419,Electric Wine Opener,Kitchen,29.99,59,Virginia,2025-05-09
420,Creamy Tomato Basil Soup,Food - Canned Goods,3.29,72,Colorado,2025-07-02
421,Tahini,Food - Condiments,5.49,81,California,2025-05-07
422,Oven-Baked Cheese Crisps,Food - Snacks,3.99,33,Georgia,2025-08-06
423,Ramen Noodle Soup Cups,Food - Prepared Meals,1.29,31,California,2024-08-27
424,Cooking Utensil Set,Kitchen,24.99,93,Louisiana,2024-09-10
425,Sweet and Sour Sauce,Food - Condiments,2.79,99,Louisiana,2025-01-10
426,Chickpeas,Food - Canned Goods,1.29,44,Oklahoma,2025-01-19
427,Almond Butter Cups,Food - Snacks,3.29,72,Tennessee,2024-09-08
428,Pleated Midi Dress,Clothing - Dresses,79.99,48,Florida,2025-05-14
429,Pet Travel Bed,Pets,26.99,68,Texas,2025-07-02
430,Buffalo Cauliflower Bites,Food - Freezer,6.29,61,Pennsylvania,2025-03-26
431,Portable Solar Path Lights,Outdoor,39.99,29,Indiana,2025-04-20
432,Buffalo Chicken Dip,Food - Dips,5.99,46,Illinois,2025-07-31
433,Almond Crunch Granola Bars,Food - Snacks,3.49,56,Minnesota,2024-11-05
434,Grilled Veggie Burgers,Food - Meat Alternatives,6.29,49,Virginia,2025-04-18
435,Chocolate Chip Cookie Dough,Food - Baking,5.49,33,New Mexico,2025-08-09
436,Vegetable Korma,Food - Frozen,6.49,17,Connecticut,2024-09-26
437,Coffee Subscription Service,Food,29.99,74,North Carolina,2025-03-28
438,Car Seat Organizer,Automotive,14.99,86,California,2025-01-31
439,Vegan Alfredo Sauce,Food - Sauces,4.99,95,Pennsylvania,2025-06-14
440,Honey Roasted Chickpeas,Food - Snacks,3.29,8,Minnesota,2024-10-08
441,Cinnamon Rolls,Food - Bakery,4.49,72,Illinois,2024-10-22
442,Multi-Tool,Outdoor,39.99,5,Georgia,2025-03-15
443,Buffalo Stilton Cheese,Food - Cheese,8.99,93,Texas,2025-08-10
444,Herbal Tea Infuser,Kitchen,9.99,16,Ohio,2024-10-26
445,Luxury Rolling Makeup Case,Beauty,99.99,76,New Jersey,2025-03-28
446,Snap-On Tupperware Set,Kitchen,34.99,77,Florida,2025-02-28
447,Adjustable Height Standing Desk Converter,Office,89.99,100,Kentucky,2025-03-17
448,Compact Portable Grill,Outdoor,79.99,76,Florida,2024-09-01
449,Wireless Printer,Office,99.99,43,Montana,2024-08-26
450,Wall Decals for Kids,Home,24.99,8,Ohio,2024-09-04
451,Pet Safety Belt for Car,Pets,14.99,60,California,2024-11-30
452,Art Supplies Organizer,Art Supplies,18.99,24,Ohio,2024-12-20
453,Fitness Foam Roller,Fitness,29.99,18,California,2025-07-14
454,Digital Thermostat,Home,59.99,50,California,2025-07-29
455,Smart WiFi Plug,Smart Home,19.99,66,California,2024-08-20
456,Microfiber Cleaning Cloths,Home,9.99,77,West Virginia,2024-10-26
457,Bamboo Bathtub Caddy,Home,34.99,12,Texas,2025-07-02
458,Handcrafted Wooden Jewelry Box,Accessories,39.99,5,Kansas,2025-01-20
459,Window Bird Feeder,Outdoor,19.99,21,Pennsylvania,2025-03-18
460,Acoustic Guitar,Music,199.99,63,Texas,2025-03-31
461,Sweet Pea Hummus,Food - Dips,4.29,50,Illinois,2025-04-29
462,Chickpea Snack Mix,Food - Snacks,3.49,33,California,2025-04-04
463,Butternut Squash Soup,Food - Soups,3.49,96,Florida,2024-10-10
464,Laptop Stand,Accessories,29.99,65,California,2024-10-04
465,Screen Cleaning Kit,Electronics,15.99,89,Delaware,2024-10-21
466,Lasagna Noodles,Food - Pasta,1.89,33,Texas,2024-10-25
467,Herbed Goat Cheese,Food - Cheese,5.49,35,Oklahoma,2025-07-13
468,Digital Drawing Tablet,Art Supplies,79.99,50,Arizona,2024-12-02
469,Kale Caesar Salad Kit,Food - Salads,5.99,54,Missouri,2024-10-31
470,Garlic Herb Cream Cheese,Food - Dairy,2.99,14,Texas,2025-07-17
471,Decorative Throw Blanket,Home,39.99,4,Texas,2025-02-24
472,Classic Cheesecake Mix,Food - Desserts,4.99,32,District of Columbia,2025-05-12
473,Non-Stick Baking Sheets,Kitchen,29.99,74,Texas,2025-05-18
474,Pecan Nuts,Food - Snacks,6.49,56,Ohio,2024-12-30
475,Pumpkin Pancake Mix,Food - Breakfast,4.19,11,Florida,2024-12-19
476,Water-Resistant Bluetooth Speaker,Audio,59.99,85,Texas,2024-11-06
477,Self-Adhesive Wallpaper,Home,34.99,12,New York,2024-12-24
478,Personal Blender,Kitchen,39.99,72,Idaho,2025-04-27
479,Portable Camping Stove,Outdoor,49.99,65,Arizona,2025-01-05
480,Sea Salt Caramel Brownie,Food - Bakery,2.49,18,Ohio,2025-02-27
481,Dog Collar,Pets,15.99,13,Kansas,2024-11-03
482,Desk Lamp with USB Port,Office,29.99,58,New York,2025-07-12
483,Wireless Range Extender,Electronics,49.99,40,Arizona,2025-05-26
484,Bamboo Utensil Holder,Kitchen,14.99,51,New York,2025-06-30
485,Digital Kitchen Timer,Kitchen,14.99,89,Florida,2025-04-22
486,Coconut Lime Rice,Food - Sides,2.99,2,Virginia,2024-09-09
487,Teriyaki Beef Jerky,Food - Snacks,5.49,64,Florida,2025-07-04
488,Organic Quinoa Chips,Food - Snacks,3.99,71,Illinois,2025-07-23
489,Foot Massager Machine,Health,59.99,74,Missouri,2024-08-26
490,Wrap Front Midi Skirt,Clothing - Bottoms,44.99,33,New York,2025-08-08
491,Frozen Edamame,Food - Frozen Foods,3.29,58,California,2025-04-16
492,Folding Table,Outdoor,59.99,1,Wisconsin,2025-03-04
493,Sporty Leggings,Clothing - Activewear,39.99,17,Texas,2025-03-08
494,Mini Indoor Hydroponic Garden,Garden,59.99,99,Kentucky,2024-10-29
495,Classic Pesto Sauce,Food - Sauces,4.29,45,California,2025-02-18
496,Mini Waffle Maker,Kitchen,24.99,76,Ohio,2025-07-26
497,Creamy Coleslaw Mix,Food - Produce,2.39,98,Oregon,2025-07-02
498,Electric Griddle,Kitchen,54.99,39,Washington,2025-02-20
499,Digital Bullet Journal,Apps,24.99,65,Massachusetts,2024-11-15
500,Two-Tone Windbreaker,Clothing - Outerwear,59.99,81,Pennsylvania,2025-01-21
501,Oatmeal Raisin Cookies,Food - Baked Goods,3.49,79,Texas,2024-09-15
502,Salsa Verde,Food - Condiments,3.49,85,Michigan,2024-08-18
503,Portable Bluetooth Keyboard,Electronics,39.99,33,Louisiana,2025-01-28
504,Cheddar & Bacon Potato Skins,Food - Frozen,7.49,15,Washington,2024-12-16
505,Vegetable Spring Rolls,Food - Frozen Foods,6.49,94,Louisiana,2025-01-12
506,Foam Building Blocks for Kids,Toys,22.99,47,Missouri,2024-11-07
507,Electric Hot Pot,Kitchen,49.99,87,Texas,2024-10-26
508,Organic Quinoa,Food - Grains,4.29,82,Texas,2024-10-21
509,Honey Graham Crackers,Food - Snacks,3.29,15,California,2024-09-22
510,Wall Planner,Office,19.99,62,Texas,2025-04-05
511,Vegetable Spiralizer,Kitchen,19.99,50,Texas,2025-03-24
512,Greek Yogurt Parfait,Food - Dairy,4.49,14,New York,2024-12-03
513,Sweet BBQ Dipping Sauce,Food - Condiments,3.49,52,Utah,2024-12-15
514,Luxury Rolling Makeup Case,Beauty,99.99,75,Texas,2024-11-09
515,Chiffon Blouse,Clothing - Shirts,39.99,81,Texas,2025-02-25
516,Teriyaki Beef Jerky,Food - Snacks,5.49,32,Maryland,2024-11-22
517,Italian Marinara Sauce,Food - Sauces,3.29,9,Arizona,2024-12-23
518,Belted Trench Coat,Clothing - Outerwear,89.99,20,District of Columbia,2024-10-30
519,Herb Drying Rack,Garden,22.99,4,Florida,2025-01-25
520,Utility Cargo Pants,Clothing - Pants,54.99,61,Nevada,2024-10-08
521,Wireless Security Camera,Home,109.99,82,Georgia,2025-06-11
522,Silicone Baking Mat Set,Kitchen,24.99,60,District of Columbia,2024-11-05
523,Portable USB-C Monitor,Electronics,199.99,92,South Carolina,2024-12-11
524,Blueberry Muffin Mix,Food - Baking,4.29,20,Colorado,2025-01-05
525,Maple Syrup,Food - Condiments,6.99,48,Colorado,2025-07-10
526,Pepper Jack Cheese Sticks,Food - Snacks,2.49,25,Kansas,2025-07-19
527,Frozen Acai Purée,Food - Frozen,6.99,64,California,2024-08-19
528,Pasta (Fusilli),Food - Pasta,1.79,84,Florida,2025-01-18
529,Trainers with Mesh Inserts,Clothing - Footwear,69.99,27,California,2025-02-01
530,Chocolate Covered Pretzels,Food - Snacks,3.29,88,Georgia,2025-06-13
531,Body Wash,Beauty,12.99,25,Florida,2024-11-14
532,Mango Chili Salsa,Food - Condiments,4.29,11,North Carolina,2024-11-28
533,Outdoor Portable Fire Pit,Outdoor,149.99,11,Pennsylvania,2025-05-14
534,Eggs (dozen),Food - Dairy,2.99,18,Georgia,2024-12-17
535,Portable Laptop Table,Office,39.99,64,Florida,2025-05-02
536,Wireless Keyboard and Mouse Combo,Electronics,34.99,96,Nevada,2025-05-23
537,Portable Solar Camp Shower,Outdoor,29.99,83,Maryland,2025-05-09
538,Tattoo Kit,Art Supplies,99.99,29,Missouri,2024-10-20
539,Sea Salt Caramel Brownie,Food - Bakery,2.49,32,Minnesota,2025-02-26
540,Spinach Pizza Rolls,Food - Frozen Foods,4.99,18,Oregon,2025-03-28
541,Travel Eye Mask with Ear Plugs,Travel,15.99,67,North Carolina,2025-01-11
542,Scent Diffuser,Home,34.99,96,Colorado,2025-07-24
543,Arcade Game Machine,Gaming,299.99,48,Colorado,2025-02-15
544,Art Supplies Organizer,Art Supplies,18.99,5,California,2025-05-19
545,Air Fryer,Kitchen,79.99,40,Ohio,2024-10-08
546,Digital Wireless Camera,Home Security,199.99,86,Utah,2024-11-25
547,Saffron Rice Mix,Food - Grains,2.99,41,Georgia,2025-02-15
548,Suede Ankle Booties,Clothing - Footwear,79.99,34,New York,2024-09-28
549,Electric Skillet,Kitchen,49.99,13,Florida,2025-07-12
550,Lightweight Workout Tank,Clothing - Activewear,29.99,7,Hawaii,2024-10-30
551,Insulated Cooler,Outdoor,39.99,69,Tennessee,2025-06-26
552,Baking Powder,Food - Baking Goods,1.79,66,California,2025-03-01
553,Sports Windbreaker,Clothing - Outerwear,44.99,10,Ohio,2024-10-24
554,Trail Mix (Deluxe),Food - Snacks,4.59,24,Washington,2024-12-12
555,Lightweight Travel Backpack,Travel,39.99,63,Georgia,2025-02-10
556,Cushion Covers,Home,35,77,New York,2024-09-01
557,Californian Raisins,Food - Dried Fruits,3.19,45,California,2024-10-14
558,Fishing Rod,Outdoor,49.99,21,Pennsylvania,2025-05-30
559,Puff Pastry,Food - Bakery,5.49,79,Texas,2025-07-07
560,Honey Roasted Peanuts,Food - Snacks,3.19,63,Pennsylvania,2025-06-09
561,Chocolate Chip Cookie Mix,Food - Baking,2.49,36,Ohio,2025-03-23
562,Adjustable Resistance Bands,Fitness,39.99,61,California,2025-01-04
563,Plant Watering Spikes,Garden,12.99,10,Ohio,2025-04-07
564,Coconut Chia Seed Pudding,Food - Snacks,2.99,16,Alabama,2024-11-05
565,Peanut Butter Pretzel Bites,Food - Snacks,4.19,59,Texas,2025-04-24
566,Turmeric Ginger Tea,Food - Beverages,3.29,58,Connecticut,2025-05-25
567,Cheesy Broccoli Soup Mix,Food - Soups,2.99,46,Florida,2025-03-29
568,Smart Plug,Smart Home,19.99,93,Colorado,2024-11-28
569,Shatterproof Wine Glasses,Outdoor,24.99,23,Georgia,2024-11-04
570,LED Desk Light,Home,34.99,53,Georgia,2025-01-18
571,Lockable Bicycle Chain,Outdoor,19.99,59,North Carolina,2025-01-30
572,Maple Syrup,Food - Condiments,6.99,99,North Dakota,2025-02-05
573,Chocolate Coconut Granola,Food - Cereals,3.79,67,Indiana,2025-01-29
574,Portable Campfire,Outdoor,39.99,29,New Mexico,2025-07-18
575,Mini Food Processor,Kitchen,39.99,89,New York,2024-09-28
576,Spicy Avocado Salsa,Food - Condiments,4.49,17,Illinois,2025-05-11
577,Honey Wheat Pretzels,Food - Snacks,3.49,62,Pennsylvania,2025-06-05
578,Sports Bottle,Fitness,15.99,64,Nevada,2024-12-22
579,Weighted Blanket,Health,79.99,6,Oklahoma,2025-05-24
580,Faux Leather Leggings,Clothing - Pants,49.99,65,Minnesota,2024-12-15
581,Organic Whole Wheat Flour,Food - Baking Goods,2.99,40,Arkansas,2024-09-10
582,Car Phone Mount,Automotive,15.99,45,South Dakota,2025-04-17
583,Ceramic Knife Set,Kitchen,39.99,9,Virginia,2025-02-18
584,Electric Kettle with Temperature Control,Kitchen,49.99,93,Connecticut,2025-03-28
585,LED Desk Lamp with USB Charging Port,Office,29.99,29,California,2024-12-05
586,Electric Griddle,Kitchen,54.99,24,New York,2025-02-22
587,Coconut Lime Rice,Food - Sides,2.99,31,Missouri,2024-08-15
588,Eco-Friendly Stainless Steel Straws,Kitchen,12.99,77,New Jersey,2024-10-13
589,Pasta Portion Control Measure,Kitchen,9.99,72,Georgia,2025-05-20
590,Smoked Salmon,Food - Seafood,14.99,17,Connecticut,2025-06-12
591,Peas (frozen),Food - Frozen Foods,1.89,49,California,2024-08-26
592,High-Speed HDMI Cable,Electronics,12.99,38,Kentucky,2025-03-02
593,Tomato Sauce,Food - Canned Goods,2.79,38,California,2024-11-17
594,Men's Waterproof Hiking Boots,Footwear,89.99,25,Ohio,2024-10-30
595,Fresh Basil Pesto,Food - Sauces,4.79,32,New York,2025-05-20
596,Dishwasher Safe Cutting Board,Kitchen,22.99,17,District of Columbia,2025-03-30
597,Dog Collar,Pets,15.99,75,Missouri,2024-12-23
598,Wooden Kitchen Utensil Set,Kitchen,19.99,41,California,2024-12-22
599,Bamboo Utensil Holder,Kitchen,14.99,100,Michigan,2025-05-26
600,Almond Butter Granola Bars,Food - Snacks,4.99,2,Tennessee,2024-08-20
601,Chili Garlic Sauce,Food - Condiments,2.49,85,Texas,2024-11-12
602,Gluten-Free Biscuits,Food - Baking,3.79,2,Minnesota,2024-10-07
603,Portable Electric Fan,Home,24.99,33,District of Columbia,2025-03-26
604,Pepperoni Pizza Rolls,Food - Snacks,6.99,63,California,2024-09-04
605,Oats,Food - Grains,3.29,55,Texas,2025-05-17
606,Feta Cheese Crumbles,Food - Dairy,2.49,19,North Carolina,2024-09-17
607,Thermostatic Shower Valve Kit,Bathroom,39.99,17,Florida,2024-09-09
608,Silicone Cooking Utensils Set,Kitchen,34.99,85,Virginia,2024-12-20
609,Tandoori Chicken Skewers,Food - Meat,7.99,83,Tennessee,2024-08-24
610,Sliced Provolone Cheese,Food - Dairy,3.99,94,Georgia,2024-10-09
611,Vanilla Pudding Mix,Food - Baking,1.29,67,Michigan,2025-01-19
612,Electric Rice Cooker,Kitchen,39.99,34,Virginia,2024-09-21
613,Smart Water Bottle with Hydration Reminder,Fitness,39.99,3,Virginia,2024-11-11
614,Travel Yoga Mat,Fitness,34.99,81,Texas,2024-12-12
615,Chipotle Seasoning Blend,Food - Spices,2.49,12,Pennsylvania,2024-12-16
616,Eco-Friendly Cleaning Cloths,Home,12.99,18,Michigan,2025-05-01
617,Garlic and Herb Rub,Food - Spices,2.29,61,California,2025-03-19
618,Trackpad for Laptop,Accessories,49.99,70,Nebraska,2024-12-22
619,Pet Hair Remover,Pets,9.99,14,Idaho,2025-01-04
620,Lightweight Rain Jacket,Clothing - Outerwear,79.99,75,Alabama,2025-01-13
621,Artisan Pickles,Food - Condiments,2.49,36,Texas,2024-12-24
622,Dark Chocolate Bars,Food - Snacks,2.99,68,California,2025-06-05
623,Wireless Charger,Accessories,24.99,47,District of Columbia,2024-08-18
624,Honey Ginger Tea,Food - Beverages,2.99,65,Louisiana,2025-01-24
625,Window A/C Unit,Home Appliances,299.99,7,North Carolina,2024-09-21
626,Yoga Strap,Fitness,12.99,5,Ohio,2024-08-25
627,Deep Tissue Massage Gun,Health,89.99,18,Ohio,2024-10-18
628,Fitness Jump Rope,Fitness,15.99,28,Virginia,2025-05-02
629,Handcrafted Wooden Jewelry Box,Accessories,39.99,35,Illinois,2025-02-07
630,Instant Mashed Potatoes,Food - Sides,1.79,43,Pennsylvania,2024-09-29
631,Vegetable Lentil Soup,Food - Canned Goods,3.49,6,Texas,2025-06-19
632,Red Lentil Pasta,Food - Pasta,3.99,92,North Carolina,2025-01-01
633,Self-Cleaning Cat Litter Box,Pets,199.99,70,New Jersey,2025-02-10
634,Teriyaki Salmon Fillets,Food - Seafood,9.99,15,Virginia,2024-10-14
635,Home Delivery Food Journal,Health,14.99,83,Tennessee,2024-11-02
636,Chocolate Almond Milk,Food - Dairy Alternatives,2.79,9,Pennsylvania,2025-02-05
637,Pasta Maker,Kitchen,39,61,Florida,2025-07-25
638,Pet Training Clicker,Pets,5.99,5,California,2025-06-21
639,Vanilla Ice Cream,Food - Frozen Foods,4.99,26,California,2025-05-19
640,Foldable Yoga Mat,Fitness,29.99,79,Illinois,2025-07-18
641,Wireless Keyboard and Mouse Combo,Electronics,34.99,44,New York,2025-06-13
642,Cinnamon Ice Cream,Food - Frozen Desserts,4.99,10,Florida,2025-03-22
643,Mango Chia Pudding,Food - Snacks,4.49,87,Florida,2025-06-18
644,Baked Falafel Balls,Food - Frozen Vegetables,5.99,62,Colorado,2025-07-18
645,Lentil Vegetable Curry,Food - Prepared Meals,4.49,74,Oklahoma,2024-09-15
646,Professional Chef Knife,Kitchen,89.99,46,Pennsylvania,2025-04-11
647,Organic Italian Seasoning,Food - Spices,2.99,10,Florida,2025-07-09
648,Fitness Balance Ball,Fitness,24.99,34,Ohio,2024-11-15
649,Sliced Ham,Food - Meat,5.49,13,New York,2025-07-03
650,Almond Flour Bread Mix,Food - Baking,4.89,49,Alabama,2024-11-12
651,Vegan chocolate chip cookies,Food - Bakery,4.79,82,Virginia,2024-08-27
652,Travel Yoga Mat,Fitness,34.99,13,New Jersey,2025-04-15
653,Natural Peanut Butter,Food - Spreads,4.29,38,Nebraska,2024-09-21
654,Honey Sesame Cashews,Food - Snacks,4.49,41,California,2025-03-14
655,Peach Slices in Syrup,Food - Canned Goods,2.59,8,California,2025-03-08
656,Ginger Turmeric Shots,Food - Beverages,3.99,79,District of Columbia,2025-04-27
657,Mini Indoor Hydroponic Garden,Garden,59.99,95,Florida,2024-10-28
658,Teriyaki Beef Jerky,Food - Snacks,5.49,91,Illinois,2025-08-10
659,Electric Skillet,Kitchen,49.99,8,Texas,2025-01-01
660,Magnetic Curtain Tiebacks,Home,12.99,22,California,2025-05-19
661,Rechargeable Hand Warmer,Accessories,22.99,21,Pennsylvania,2025-03-15
662,Chocolate Coconut Granola,Food - Cereals,3.79,79,Florida,2025-02-08
663,Tailgating Set,Outdoor,89.99,41,Arizona,2024-09-25
664,Bamboo Cutting Board,Kitchen,22,58,South Carolina,2025-05-20
665,Saffron Rice Mix,Food - Grains,2.99,44,Texas,2025-03-29
666,Camping Lantern,Outdoor,34.99,12,Georgia,2025-01-06
667,Organic Vanilla Bean Ice Cream,Food - Frozen Desserts,5.99,66,Missouri,2024-10-04
