ProductID,ProductName,Category,Price,Quantity,StoreLocation,DateAdded
668,Tailored Blazer,Clothing - Outerwear,99.99,68,Arizona,2024-12-13
669,Crispy Rice Treats,Food - Snacks,3.5,50,Michigan,2025-06-18
670,Nutty Trail Mix,Food - Snacks,4.29,15,Colorado,2025-02-08
671,Caramelized Onion Dip Mix,Food - Snacks,2.29,67,Ohio,2025-04-08
672,Eco-Friendly Cleaning Cloths,Home,12.99,25,South Dakota,2025-04-12
673,Solar Power Bank,Electronics,39.99,42,Colorado,2025-07-23
674,Portable Speakers,Audio,69.99,89,Georgia,2025-07-30
675,Ankle Boots,Clothing - Footwear,89.99,37,Indiana,2025-01-19
676,Digital Food Thermometer,Kitchen,19.99,79,Texas,2025-03-31
677,Mini Indoor Herb Garden Kit,Garden,24.99,43,Virginia,2025-05-28
678,Homemade Salsa,Food - Condiments,3.79,20,Virginia,2025-05-22
679,Mini Meatballs,Food - Frozen Meals,5.99,76,New York,2025-01-06
680,Savory Oatmeal,Food - Breakfast,2.49,97,District of Columbia,2024-08-24
681,Hiking Boots,Footwear,79.99,20,Kansas,2024-09-05
682,Canvas High-Top Sneakers,Clothing - Footwear,49.99,46,Texas,2024-10-15
683,Quinoa & Black Bean Salad,Food - Salads,7.49,81,California,2024-11-24
684,Almond Butter Cups,Food - Snacks,3.29,20,Mississippi,2024-11-26
685,Leather Notebook Cover,Office,29.99,18,Texas,2025-06-22
686,Mini Waffle Maker,Kitchen,24.99,35,Arkansas,2024-10-02
687,Fruit and Nut Energy Bites,Food - Snacks,2.99,4,Kentucky,2025-08-11
688,Portable Solar Charger,Electronics,29.99,63,Oklahoma,2025-01-18
689,Fitness Resistance Bands,Fitness,29.99,69,Texas,2024-12-28
690,Cereal Dispenser with Portion Control,Kitchen,24.99,81,Alabama,2025-01-11
691,Honey mustard chicken tenders,Food - Meat,7.99,6,Delaware,2025-05-05
692,Cheesy Cauliflower Bake,Food - Frozen Vegetables,5.49,2,Texas,2024-11-20
693,Peanut Butter Pretzel Bites,Food - Snacks,4.19,45,New York,2024-12-21
694,Handheld Shower Head,Bathroom,34.99,21,Texas,2024-09-20
695,Emergency Preparedness Kit,Safety,99.99,100,Kansas,2025-02-21
696,Cranberry Almond Granola,Food - Breakfast,4.29,41,Pennsylvania,2025-05-03
697,Compact Dishwasher,Home Appliances,299.99,37,Oregon,2024-11-06
698,Foldable Yoga Mat,Fitness,29.99,78,Oklahoma,2025-02-05
699,Air Mattress,Outdoor,49.99,58,Tennessee,2024-09-02
700,Zesty Garlic Hummus,Food - Snacks,3.99,65,Kansas,2025-05-05
701,Peanut Butter Chocolate Clusters,Food - Desserts,2.99,4,Texas,2024-12-05
702,Smartphone UV Sanitizer,Health,39.99,64,Iowa,2025-02-21
703,LED Strip Light Kit,Home,39.99,11,Texas,2025-04-12
704,Cotton Sweatpants,Clothing - Bottoms,29.99,89,California,2025-03-19
705,Mushrooms,Food - Produce,2.99,95,Florida,2025-06-22
706,Cinnamon Sugar Mix,Food - Baking,1.49,36,New York,2024-09-25
707,Coconut Cream Pie Yogurt,Food - Dairy Alternatives,1.99,79,Montana,2024-11-25
708,Wooden Toy Train Set,Toys,29.99,71,Arizona,2025-07-14
709,Portable Charcoal Grill,Outdoor,89.99,47,Utah,2025-06-07
710,Pomegranate Juice,Food - Beverages,4.49,44,Florida,2025-07-17
711,Bamboo Toothbrush Holder,Health,14.99,74,Texas,2025-05-07
712,Electric Skillet,Kitchen,49.99,7,Connecticut,2025-05-19
713,Foldable Yoga Mat,Fitness,29.99,46,Indiana,2025-01-05
714,Pumpkin Waffles,Food - Breakfast,4.49,65,District of Columbia,2024-10-21
715,Kids' STEM Robotics Kit,Toys,59.99,33,New Mexico,2024-12-30
716,Vegetable Medley,Food - Produce,2.99,22,California,2025-01-02
717,Lemonade Mix,Food - Beverages,1.99,6,Michigan,2025-07-21
718,Workstation Laptop Stand,Office,49.99,20,New York,2025-01-29
719,Reusable Snack Bags,Kitchen,14.99,20,Tennessee,2025-07-31
720,Electric Hot Pot,Kitchen,49.99,29,Mississippi,2025-05-11
721,Cream Cheese,Food - Dairy,2.69,87,New York,2025-04-13
722,Ergonomic Mouse Pad with Wrist Support,Office,14.99,38,South Dakota,2024-12-20
723,Banana Nut Oatmeal Cups,Food - Breakfast,2.99,69,Virginia,2024-12-01
724,Tomato Paste,Food - Canned Goods,1.29,76,New York,2025-01-07
725,Coconut Macaroons,Food - Confectionery,4.99,60,Colorado,2024-09-17
726,Peach Mango Smoothie Mix,Food - Beverages,5.99,74,Virginia,2025-02-04
727,Baked Potato Chips,Food - Snacks,2.49,37,Louisiana,2025-02-05
728,Athletic Sports Bra,Clothing - Activewear,24.99,9,Minnesota,2025-03-17
729,Paint By Numbers Kit,Art Supplies,24.99,48,Texas,2024-08-17
730,Teriyaki Chicken Skewers,Food - Meat,8.99,71,Texas,2024-08-14
731,Wall-Mounted Spice Rack,Kitchen,39.99,24,Florida,2024-09-12
732,Smart Light Bulbs,Smart Home,34.99,15,Kentucky,2025-01-04
733,Maple Almond Yogurt,Food - Dairy,1.89,52,Florida,2025-08-11
734,Granulated Sugar,Food - Baking,2.49,88,Texas,2025-08-04
735,Pressure Washer Accessories Kit,Home Improvement,39.99,92,Louisiana,2024-08-21
736,Adjustable Height Standing Desk Converter,Office,89.99,61,New York,2025-02-04
737,Cranberry Pecan Granola,Food - Breakfast Foods,3.99,81,Louisiana,2024-12-12
738,Brazil Nuts,Food - Nuts,10.99,10,Tennessee,2024-12-21
739,Travel Luggage Scale,Travel,14.99,9,Louisiana,2025-02-24
740,Pet Training Clicker,Pets,5.99,96,Florida,2025-01-21
741,Caramel Apple Taffy,Food - Confectionery,1.99,49,New York,2025-03-12
742,Reclining Camping Chair,Outdoor,49.99,33,Florida,2024-08-16
743,Homestyle Chicken Noodle Soup,Food - Canned Goods,2.99,65,Texas,2024-09-02
744,Lemon Herb Grilled Chicken,Food - Meat,9.99,40,Illinois,2025-04-09
745,Organic Almond Flour,Food - Baking,6.99,9,West Virginia,2025-05-16
746,Garden Tool Set,Garden,34.99,67,Oklahoma,2025-08-06
747,Digital Alarm Clock,Home,19.99,75,Texas,2024-11-17
748,Pet Training Clicker,Pets,5.99,99,California,2025-02-03
749,Portable Bluetooth Headphones,Audio,79.99,20,Texas,2025-06-03
750,Spinach Pizza Rolls,Food - Frozen Foods,4.99,52,Arizona,2025-08-12
751,Chocolate Hazelnut Spread,Food - Spreads,5.99,57,Arizona,2024-11-24
752,Raspberry Limeade,Food - Beverages,1.99,81,Utah,2025-06-05
753,Smoked Salmon,Food - Seafood,14.99,14,Ohio,2025-08-09
754,Throw Pillow Covers,Home,22.99,38,Texas,2025-05-15
755,Quinoa and Kale Salad Kit,Food - Salads,5.29,9,Georgia,2025-02-05
756,Adjustable Yoga Mat Strap,Fitness,14.99,27,Arizona,2025-04-25
757,Classic Vanilla Fudge,Food - Desserts,4.49,77,California,2025-05-06
758,Sweet Potato and Chickpea Bowl,Food - Frozen Food,6.49,59,Oklahoma,2025-03-02
759,Field Journal,Books,14.99,57,Pennsylvania,2025-07-29
760,LED Desk Lamp with USB Charging,Office,39.99,28,Missouri,2025-07-07
761,Herb Seasoned Croutons,Food - Salad Toppings,2.99,56,District of Columbia,2025-02-12
762,Outdoor Camping Hammock,Outdoor,29.99,34,Indiana,2025-06-24
763,Key Finder,Accessories,19.99,52,Ohio,2025-04-23
764,Savory Snack Mix,Food - Snacks,4.49,74,Arizona,2024-12-18
765,Thai Basil Fried Rice,Food - Frozen,5.99,60,Utah,2024-08-23
766,Pumpkin Spice Cookies,Food - Bakery,3.29,28,Texas,2025-05-03
767,Coconut Cream Pie,Food - Bakery,9.49,72,Illinois,2025-07-24
768,Fruit and Nut Bars,Food - Snacks,1.99,37,Colorado,2025-01-12
769,Honey mustard chicken tenders,Food - Meat,7.99,25,North Dakota,2025-02-08
770,Apple Cinnamon Granola,Food - Breakfast,4.49,79,Pennsylvania,2024-09-22
771,Banana Peanut Butter Smoothie,Food - Frozen Foods,5.49,23,District of Columbia,2025-07-20
772,Chocolate Avocado Pudding,Food - Desserts,4.99,5,Georgia,2025-01-15
773,Compact Hair Dryer,Beauty,29.99,56,Missouri,2025-07-23
774,Pet Water Bottle,Pets,18.99,42,California,2024-12-20
775,Garlic Butter Sauce,Food - Condiments,3.59,22,Virginia,2025-05-09
776,Smart Water Bottle with Hydration Reminder,Fitness,39.99,14,District of Columbia,2024-08-27
777,Baking Soda,Food - Baking,0.99,80,Texas,2025-05-11
778,Homestyle Chicken Noodle Soup,Food - Canned Goods,2.99,61,Arizona,2025-07-24
779,Multifunctional Pocket Tool,Tools,19.99,98,Florida,2024-09-06
780,Educational STEM Kit,Toys,35.99,25,Florida,2024-12-04
781,Homemade Salsa,Food - Condiments,3.79,83,Connecticut,2025-03-03
782,Vegetable Korma,Food - Frozen,6.49,77,Texas,2024-12-22
783,Telescope,Outdoor,159.99,16,Connecticut,2025-07-10
784,Mini Air Purifier,Health,49.99,29,Florida,2025-07-28
785,Chocolate Almond Milk,Food - Dairy Alternatives,2.79,26,California,2025-05-16
786,Cauliflower Crust Pizza,Food - Freezer,7.99,53,Florida,2025-04-27
787,Honey Mustard Pretzel Bites,Food - Snacks,3.99,26,Nebraska,2024-12-22
788,Vegan Caesar Dressing,Food - Condiments,3.99,14,Texas,2025-01-04
789,Linen Trousers,Clothing - Bottoms,44.99,52,Oregon,2024-09-17
790,Safety Goggles,Safety,14.99,29,Mississippi,2025-03-26
791,Vintage Graphic Tee,Clothing - Tops,25.99,3,Arizona,2025-01-24
792,Bamboo Memory Foam Pillow,Home,34.99,29,Illinois,2025-07-28
793,Wall-Mounted Bookshelf,Home,39.99,24,Delaware,2025-04-21
794,Breezy Off-The-Shoulder Top,Clothing - Tops,34.99,9,Colorado,2024-08-15
795,Sriracha Chili Sauce,Food - Condiments,2.79,35,California,2025-04-30
796,Cat Tree with Scratching Posts,Pets,79.99,11,Wisconsin,2025-05-20
797,Stuffed Peppers with Quinoa,Food - Prepared Meals,7.99,42,California,2025-06-28
798,Almond Joy Bars,Food - Confectionery,1.29,81,Ohio,2025-04-21
799,Classic Cheeseburger Mix,Food - Meats,5.49,82,Virginia,2024-12-07
800,Cranberry Orange Oatmeal,Food - Breakfast,2.49,30,Illinois,2025-05-05
801,Denim Jacket,Clothing - Outerwear,69.99,24,Missouri,2025-04-12
802,Mango Chunks,Food - Frozen Fruits,4.89,34,Tennessee,2025-06-24
803,Home Brewing Starter Kit,Food,79.99,38,Florida,2025-04-02
804,Magnetic Screen Door,Outdoor,24.99,23,South Carolina,2024-12-14
805,Pet Nail Clipper,Pets,12.99,25,Tennessee,2025-06-07
806,Over-Ear Headphones,Audio,59.99,70,District of Columbia,2024-12-21
807,Portable Charger with Solar Panel,Electronics,45.99,1,Oklahoma,2025-02-07
808,Quality Chef Apron,Kitchen,19.99,22,Pennsylvania,2024-12-10
809,Electric Egg Cooker,Kitchen,29.99,40,California,2025-01-22
810,Sculpting Kit,Art Supplies,25.99,27,Pennsylvania,2024-11-24
811,Adjustable Laptop Desk,Office,59.99,24,Connecticut,2025-06-14
812,Zesty Garlic Hummus,Food - Snacks,3.99,55,Wyoming,2025-02-04
813,Acoustic Guitar,Music,199.99,5,Missouri,2025-07-17
814,Grilled Veggie Burgers,Food - Meat Alternatives,6.29,48,District of Columbia,2025-06-25
815,Maple Cinnamon Almonds,Food - Nuts,4.29,96,Nevada,2025-04-12
816,Freestanding Wine Rack,Home,79.99,3,Delaware,2025-02-13
817,Coconut Oil Spray,Food - Cooking Oils,4.99,65,North Carolina,2024-10-12
818,Portable USB-C Monitor,Electronics,199.99,76,Oklahoma,2025-05-22
819,Smart Scale,Health,59.99,25,New York,2024-10-31
820,Outdoor String Lights,Outdoor,24.99,6,Texas,2025-04-14
821,Smartphone Projector,Electronics,29.99,60,California,2024-12-14
822,Compact Umbrella,Accessories,12.99,7,Pennsylvania,2025-06-26
823,Collapsible Folding Chair,Outdoor,29.99,48,Florida,2024-10-21
824,Winter Knit Beanie,Clothing,14.99,98,Tennessee,2024-09-18
825,Buffalo Style Cauliflower Bites,Food - Frozen Vegetables,5.49,44,Georgia,2025-06-30
826,Oven-Baked Potato Chips,Food - Snacks,2.79,71,Georgia,2025-06-26
827,Trail Mix (Deluxe),Food - Snacks,4.59,71,Indiana,2025-03-27
828,Pet Activity Tracker,Pets,59.99,51,Washington,2025-01-20
829,Cushion Covers,Home,35,35,Rhode Island,2025-06-13
830,Mango Chutney,Food - Condiments,3.99,48,California,2025-07-16
831,Hiking Water Bottle with Filter,Outdoor,29.99,69,Indiana,2025-06-11
832,Salsa,Food - Condiments,3.49,78,South Carolina,2024-09-03
833,Granola Bars,Food - Snacks,4.99,77,Arizona,2025-06-15
834,Canned Sardines,Food - Seafood,3.29,79,Kentucky,2024-08-15
835,Portable Speakers,Audio,69.99,74,Oklahoma,2025-01-12
836,Margherita Pizza,Food - Frozen Foods,7.99,88,Alabama,2025-05-17
837,Trainers with Mesh Inserts,Clothing - Footwear,69.99,23,California,2024-10-03
838,Pet Grooming Gloves,Pets,9.99,38,New York,2025-01-23
839,Memory Foam Mattress Pad,Home,69.99,64,South Carolina,2025-04-16
840,Cheddar Cheese Crackers,Food - Snacks,2.29,24,New York,2025-02-11
841,Vegetarian Sausage Links,Food - Meat Substitutes,5.89,14,North Carolina,2025-02-02
842,Rustic Italian Breads,Food - Bakery,3.99,95,Florida,2024-12-24
843,Electric Griddle,Kitchen,54.99,75,California,2025-07-17
844,Mini Air Purifier,Health,49.99,74,Texas,2024-12-31
845,Strawberry Fruit Spread,Food - Jams & Jellies,3.59,20,Maryland,2024-09-28
846,Dried Fruit Medley,Food - Snacks,5.49,42,Florida,2025-01-04
847,Decorative Throw Pillows,Home,29.99,64,Montana,2024-10-04
848,Luxury Rolling Makeup Case,Beauty,99.99,28,California,2024-08-25
849,Portable Speaker Stand,Audio,39.99,100,New York,2025-07-04
850,Organic Quinoa,Food - Grains,4.29,1,California,2025-07-07
851,Kids' Art Easel,Toys,58.99,23,Illinois,2025-03-03
852,Blueberry Chia Jam,Food - Spreads,4.99,57,Michigan,2025-07-01
853,Pumpkin Spice Pancake Mix,Food - Breakfast,3.49,80,Colorado,2025-02-05
854,Smartphone Photography Tripod,Electronics,29.99,24,New York,2025-04-18
855,Baked Mac and Cheese,Food - Frozen Foods,5.99,68,Florida,2024-09-22
856,Pet Food Storage Container,Pets,24.99,70,Wisconsin,2024-11-01
857,Peanut Butter Filled Pretzels,Food - Snacks,3.99,95,Texas,2025-05-27
858,Sweet BBQ Dipping Sauce,Food - Condiments,3.49,71,Texas,2025-04-02
859,Peanut Butter Pretzel Bites,Food - Snacks,4.19,42,California,2024-12-07
860,Saffron Rice Mix,Food - Grains,2.99,13,Kansas,2025-07-20
861,Cocktail Shaker Set,Kitchen,29.99,95,Virginia,2025-05-06
862,Chicken Breasts,Food - Meat,9.99,85,Minnesota,2024-11-17
863,Pomegranate Juice,Food - Beverages,4.49,34,California,2025-03-08
864,Almond Butter,Food - Condiments,6.49,83,Washington,2024-11-12
865,Bluetooth Headphones,Audio,79.99,60,Florida,2025-02-08
866,Slingback Sandals,Clothing - Footwear,29.99,38,Colorado,2024-10-22
867,Acoustic Guitar,Music,199.99,4,Texas,2025-07-02
868,Almond Flour,Food - Baking,5.99,67,Minnesota,2025-08-05
869,Chia Seed Pudding,Food - Snacks,3.99,50,District of Columbia,2024-12-01
870,Sweet Potato and Chickpea Bowl,Food - Frozen Food,6.49,77,Hawaii,2025-06-08
871,Dog Walking Waist Pack,Pets,19.99,58,Oregon,2025-04-06
872,Chickpea Pancakes,Food - Frozen,4.99,76,Colorado,2024-10-27
873,Smoky BBQ Jackfruit,Food - Grocery,4.99,17,California,2024-11-18
874,Sturdy Bookends,Office,22.99,57,Pennsylvania,2025-01-10
875,Almond Coconut Granola,Food - Breakfast Foods,3.99,18,New York,2025-02-20
876,Spinach and Ricotta Ravioli,Food - Pasta,6.49,90,Georgia,2024-10-13
877,Homemade Salsa,Food - Condiments,3.79,62,Florida,2025-01-17
878,Garden Tool Belt,Garden,22.99,70,California,2024-09-05
879,Bamboo Charcoal Air Purifier Bags,Home,12.99,17,Texas,2024-12-26
880,Pineapple Teriyaki Chicken Mix,Food - Meat,6.99,50,Alabama,2025-01-18
881,Eco-Friendly Cleaning Cloths,Home,12.99,82,West Virginia,2024-08-30
882,Brown Rice,Food - Grains,1.79,11,South Carolina,2024-11-14
883,Mushrooms,Food - Produce,2.99,85,Utah,2024-09-30
884,Cheddar Cheese Crackers,Food - Snacks,2.29,11,Arkansas,2025-01-13
885,Smoked Paprika,Food - Spices,2.99,86,Virginia,2025-04-11
886,Smashed Avocado with Lime,Food - Condiments,2.49,99,Kansas,2024-10-02
887,Brownie Bites,Food - Baked Goods,4.99,97,Texas,2025-05-26
888,Chocolate Chip Cliff Bars,Food - Snacks,2.49,89,South Carolina,2024-08-26
889,Wild Rice & Quinoa Mix,Food - Grains,2.99,79,Alabama,2024-12-14
890,Winter Knit Beanie,Clothing,14.99,8,California,2025-05-13
891,Nordic Berry Smoothie,Food - Frozen Foods,3.99,65,Texas,2025-03-02
892,Mediterranean Olives,Food - Condiments,6.49,28,Wisconsin,2025-07-07
893,Thyme,Food - Fresh Produce,2.49,68,Kentucky,2024-11-20
894,Multi-Port USB Hub,Electronics,19.99,75,Texas,2025-03-12
895,Cranberry Almond Cookies,Food - Bakery,4.29,64,Virginia,2025-02-24
896,Sweet BBQ Dipping Sauce,Food - Condiments,3.49,66,Ohio,2025-02-28
897,Stick Vacuums Cleaner,Home Appliances,129.99,53,California,2024-11-29
898,Honey Garlic Shrimp,Food - Seafood,8.49,76,Massachusetts,2024-10-17
899,Shower Curtain Hooks,Home,12.99,77,Pennsylvania,2025-07-26
900,Spinach and Feta Stuffed Chicken Breast,Food - Meat,8.99,21,Utah,2024-12-06
901,Gluten-Free Bread,Food - Bakery,5.49,53,New Mexico,2025-04-13
902,Spinach and Cheese Stuffed Shells,Food - Frozen Meals,5.99,20,Minnesota,2025-02-20
903,Compact Umbrella,Accessories,12.99,31,New Jersey,2025-02-13
904,Stainless Steel BBQ Grill Set,Outdoor,49.99,11,Kentucky,2024-10-21
905,Adjustable Bar Stools,Furniture,149.99,48,Texas,2025-08-09
906,Portable Jump Starter,Automotive,59.99,67,Michigan,2025-01-03
907,Outdoor String Lights,Outdoor,24.99,27,Rhode Island,2024-10-10
908,Gaming Headset,Gaming,69.99,96,Texas,2024-12-13
909,Asian Salad Mix,Food - Produce,3.99,72,Indiana,2024-10-04
910,Magnetic Whiteboard,Office,34.99,75,Michigan,2025-04-27
911,Lemon Basil Pasta Sauce,Food - Sauces,4.99,30,Texas,2025-07-16
912,Dog Walking Waist Pack,Pets,19.99,90,Louisiana,2025-08-11
913,Portable Charger with Solar Panel,Electronics,45.99,80,Texas,2025-05-15
914,Ankle Boots,Clothing - Footwear,89.99,18,Pennsylvania,2024-12-03
915,Hummus Variety Pack,Food - Dairy,5.99,21,North Carolina,2025-03-31
916,Decorative Throw Pillows,Home,29.99,27,Iowa,2024-09-01
917,Folding Table,Outdoor,59.99,73,New York,2024-09-25
918,Electric Food Slicer,Kitchen,99.99,18,Ohio,2025-03-08
919,Frozen Acai Bowl,Food - Frozen Foods,6.49,85,California,2025-04-03
920,Coconut Cream Pie,Food - Bakery,9.49,97,Wisconsin,2025-08-06
921,Peanut Butter Chocolate Clusters,Food - Desserts,2.99,21,Pennsylvania,2025-07-28
922,Coloring Books for Adults,Books,14.99,76,Colorado,2025-06-08
923,Memory Foam Pillow,Home,39.99,67,Texas,2025-06-13
924,Mushroom Soup (canned),Food - Canned Goods,2.49,91,Florida,2025-04-11
925,Personalized Cutting Board,Kitchen,34.99,73,Georgia,2024-10-06
926,Almond Flour,Food - Baking,5.99,9,Arizona,2024-09-29
927,Savory Oatmeal,Food - Breakfast,2.49,8,California,2025-07-19
928,Plant-Based Cookbook,Books,29.99,12,Illinois,2025-04-29
929,Apple Cinnamon Granola,Food - Breakfast,4.49,72,Georgia,2025-08-12
930,Tailgating Set,Outdoor,89.99,6,Delaware,2025-08-12
931,Kettle Corn Popcorn,Food - Snacks,2.99,22,California,2025-01-15
932,Red Lentil Pasta,Food - Pasta,3.99,25,Florida,2025-07-04
933,Vanilla Protein Powder,Food - Health/Protein,24.99,83,Oklahoma,2025-06-19
934,Almond Milk,Food - Dairy,3.29,68,Missouri,2025-01-24
935,Teriyaki Salmon Fillets,Food - Seafood,9.99,23,North Carolina,2025-03-03
936,Kids' Dinosaur-Themed Lunchbox,Accessories,19.99,47,Oregon,2025-02-24
937,Butternut Squash Ravioli,Food - Frozen Foods,6.29,64,California,2025-05-04
938,Chickpea Pasta,Food - Pasta,4.19,3,Texas,2025-06-21
939,Digital Wireless Meat Thermometer,Kitchen,39.99,32,Florida,2025-05-24
940,Low-Fat Cottage Cheese,Food - Dairy,2.99,80,California,2025-02-08
941,Fitness Tracker Band,Fitness,29.99,52,Michigan,2025-02-05
942,Classic Caesar Salad Kit,Food - Salads,4.99,30,Texas,2025-03-09
943,Honeycrisp Apple Chips,Food - Snacks,3.49,75,Pennsylvania,2024-11-16
944,Electric Hot Water Dispenser,Kitchen,59.99,76,Ohio,2025-03-14
945,Multi-Functional Rice Cooker,Kitchen,49.99,84,District of Columbia,2024-10-11
946,Gardening Gloves,Garden,15.99,73,New York,2024-09-25
947,Rustic Italian Breads,Food - Bakery,3.99,34,Texas,2025-06-04
948,Digital Wireless Meat Thermometer,Kitchen,39.99,23,California,2025-02-13
949,Car Vacuum,Automotive,49.99,30,Tennessee,2024-10-22
950,Coconut Cream,Food - Baking & Cooking,2.99,26,Texas,2025-03-03
951,Cordless Electric Screwdriver,Tools,39.99,12,Ohio,2025-07-15
952,Sushi Rice,Food - Grains,3.99,32,Texas,2024-10-07
953,Fresh Lemons,Food - Fresh Produce,0.75,74,Texas,2025-04-26
954,Mayonnaise,Food - Condiments,3.29,57,Kentucky,2025-07-19
955,Arcade Game Machine,Gaming,299.99,27,Maryland,2025-05-23
956,Set of Measuring Spoons,Kitchen,12.99,64,Alabama,2025-02-05
957,Nature Explorer Lens Kit,Toys,19.99,35,Washington,2024-12-22
958,Cooking Utensil Set,Kitchen,24.99,87,Pennsylvania,2024-08-30
959,Pork Chops,Food - Meat,9.49,26,Ohio,2025-04-12
960,Mini Indoor Herb Garden Kit,Garden,24.99,23,Texas,2024-08-15
961,DIY Candle Making Kit,Crafts,22.99,52,Texas,2024-12-28
962,Green Tea Matcha Powder,Food - Beverages,15.99,68,Florida,2024-12-28
963,Almond Crunch Granola Bars,Food - Snacks,3.49,51,Kansas,2024-11-23
964,Mushrooms,Food - Produce,2.99,4,Florida,2025-02-04
965,Peach Slices in Syrup,Food - Canned Goods,2.59,32,Texas,2025-03-10
966,Veggie Burger Patties,Food - Meat Substitutes,5.99,2,Oklahoma,2025-03-08
967,Throw Pillow Covers,Home,22.99,49,Maryland,2024-10-26
968,Vegan chocolate chip cookies,Food - Bakery,4.79,6,Pennsylvania,2024-09-25
969,High-Low Hem Tee,Clothing - Tops,22.99,29,West Virginia,2024-11-10
970,Car Windshield Sun Shade,Automotive,19.99,20,Texas,2024-12-28
971,Warm Knit Beanie,Clothing - Accessories,19.99,27,Virginia,2024-12-10
972,Tailored Dress Pants,Clothing - Bottoms,79.99,86,Tennessee,2024-12-29
973,Compressible Packing Cubes,Travel,29.99,98,Texas,2025-01-23
974,Breathable Face Mask Set,Health,14.99,87,Georgia,2025-04-18
975,Compact Dishwasher,Home Appliances,299.99,31,California,2024-10-22
976,Black Bean Spaghetti,Food - Pasta,3.99,79,Louisiana,2025-07-29
977,Mesh Laundry Bags Set,Home,12.99,48,Colorado,2024-11-15
978,Chipotle Black Bean Salad,Food - Salads,3.29,97,New Hampshire,2024-08-27
979,Portable Solar Phone Charger,Electronics,29.99,80,Virginia,2025-03-19
980,Portable Speaker Stand,Audio,39.99,43,California,2024-10-26
981,Wireless HDMI Receiver,Electronics,49.99,72,South Carolina,2024-09-16
982,Balsamic Fig Dressing,Food - Condiments,3.79,14,Texas,2025-05-26
983,Sushi Roll Kit,Food - Cooking Kits,9.99,36,New Mexico,2024-10-07
984,Nail Polish Set,Beauty,25,6,Alabama,2024-10-11
985,Smart Wi-Fi Light Bulbs,Smart Home,19.99,45,Florida,2024-11-10
986,3D Night Light,Home,19.99,74,Washington,2024-10-05
987,LED Makeup Mirror,Beauty,39.99,44,Indiana,2024-09-16
988,Roasted Garlic Pasta Sauce,Food - Sauces,4.99,26,Pennsylvania,2024-12-08
989,Cinnamon Roll Protein Bar,Food - Snacks,2.99,26,New York,2024-08-13
990,Organic Quinoa Salad,Food - Prepared Meals,5.99,27,Texas,2025-07-25
991,Siphon Coffee Maker,Kitchen,49.99,57,Kansas,2025-04-14
992,Chickpea Flour,Food - Baking,3.29,80,California,2025-05-16
993,Smart Wi-Fi Camera,Smart Home,89.99,60,Wisconsin,2024-10-20
994,Wireless Range Extender,Electronics,49.99,84,Pennsylvania,2025-04-13
995,Kids' Learning Tablet,Electronics,129.99,44,Colorado,2024-09-10
996,Granulated Sugar,Food - Baking,2.49,54,Alabama,2024-12-15
997,Lasagna Noodles,Food - Pasta,1.89,98,District of Columbia,2025-01-18
998,Chocolate Avocado Pudding,Food - Desserts,4.99,4,District of Columbia,2024-09-16
999,Beard Grooming Kit,Grooming,34.99,71,Florida,2025-03-18
1000,Classic Cheesecake Mix,Food - Desserts,4.99,26,Virginia,2025-01-05
